,Unique id,channel_name,category,Sub-category,Issue_reported at,issue_responded,Survey_response_Date,Agent,CSAT Score
11,93a79f41-91a9-4345-b7cd-394ac6317cf4,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 06:03:00 PM","August 15, 2023, 06:06:00 PM","August 15, 2023, 12:00:00 AM",Kelsey Richardson,5
12,161bdf69-48bf-4970-9fc1-1c7653826594,Outcall,Product Queries,Product Specific Information,"November 08, 2023, 03:29:00 PM","August 11, 2023, 03:31:00 PM","August 11, 2023, 12:00:00 AM",Emily Sharp,4
13,6eb39f4a-8b7b-4b92-a084-da011f34d0b7,Inbound,Returns,Return request,"August 13, 2023, 04:26:00 PM","August 13, 2023, 08:59:00 PM","August 13, 2023, 12:00:00 AM",Allen Bowers,4
14,321b57f9-bafd-4d51-8925-2458ffdee375,Inbound,Order Related,Order status enquiry,"August 15, 2023, 11:25:00 AM","August 15, 2023, 11:26:00 AM","August 15, 2023, 12:00:00 AM",Michael Cooper,5
15,b3c39694-b063-4522-9829-3d06ffed1798,Inbound,Order Related,Installation/demo,"December 08, 2023, 08:26:00 PM","August 12, 2023, 08:33:00 PM","August 12, 2023, 12:00:00 AM",Joel Marsh,5
16,05b12e90-a376-4277-a380-7c9a992cbbc7,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 05:20:00 PM","August 15, 2023, 05:22:00 PM","August 15, 2023, 12:00:00 AM",Ryan Bishop III,5
17,1a08c584-7c42-4755-80c4-7627bfeb31c1,Outcall,Returns,Reverse Pickup Enquiry,"August 14, 2023, 04:41:00 PM","August 14, 2023, 04:42:00 PM","August 14, 2023, 12:00:00 AM",Kenneth Murphy,5
18,78842116-9a9c-456e-92cf-a8972e678923,Inbound,Product Queries,Product Specific Information,"October 08, 2023, 11:42:00 AM","August 10, 2023, 12:11:00 PM","August 10, 2023, 12:00:00 AM",Pamela Stevens,4
19,19f24965-710e-4027-8751-97aaa6f74385,Outcall,Returns,Return request,"August 13, 2023, 02:05:00 PM","August 13, 2023, 02:13:00 PM","August 13, 2023, 12:00:00 AM",Mary Vasquez,5
20,3c3e8ccd-4db0-4629-938a-59d2485e0dcb,Inbound,Refund Related,Refund Related Issues,"August 14, 2023, 04:00:00 PM","August 14, 2023, 04:03:00 PM","August 14, 2023, 12:00:00 AM",Kristin Beasley,5
21,efef3ce1-1fdd-4a83-bcd2-215136edc77c,Inbound,Returns,Return request,"August 13, 2023, 10:07:00 AM","August 13, 2023, 11:10:00 AM","August 13, 2023, 12:00:00 AM",Teresa Gilbert,5
22,b12b57d3-2d5f-4bc0-b762-69d828aa733d,Inbound,Order Related,Order status enquiry,"March 08, 2023, 09:56:00 AM","August 03, 2023, 09:57:00 AM","August 03, 2023, 12:00:00 AM",Kevin Griffin,5
23,dc4edf73-70bb-4f21-873a-5102c32ee881,Inbound,Returns,Return request,"December 08, 2023, 08:48:00 AM","August 12, 2023, 02:22:00 PM","August 12, 2023, 12:00:00 AM",Bruce Martin,5
24,60db2aa5-af9e-4cd6-9955-4863634ee5e9,Inbound,Returns,Reverse Pickup Enquiry,"April 08, 2023, 05:00:00 PM","August 04, 2023, 05:03:00 PM","August 04, 2023, 12:00:00 AM",Kelsey Garcia,5
25,6ab5dafa-1f6e-4cfb-b4de-0300d4be3f05,Outcall,Order Related,Installation/demo,"August 13, 2023, 11:53:00 PM","August 13, 2023, 11:56:00 PM","August 13, 2023, 12:00:00 AM",Steven Buckley,5
26,23c365ec-a743-4383-b264-428f56fdb76e,Inbound,Returns,Reverse Pickup Enquiry,"March 08, 2023, 08:05:00 PM","August 03, 2023, 08:19:00 PM","August 03, 2023, 12:00:00 AM",Samuel Mccoy,5
27,52654a9c-3e4b-41bc-8d4b-f6f1a503bbcc,Inbound,Returns,Reverse Pickup Enquiry,"August 27, 2023, 10:04:00 PM","August 27, 2023, 10:09:00 PM","August 27, 2023, 12:00:00 AM",Alexis Parrish DVM,5
28,8e285f7f-07db-427d-af09-69692e9be4d1,Inbound,Returns,Exchange / Replacement,"August 16, 2023, 10:29:00 PM","August 16, 2023, 11:33:00 PM","August 16, 2023, 12:00:00 AM",Angelica Williams,5
29,bf05be00-a1db-4269-bf52-07267bbd69be,Inbound,Refund Related,Refund Enquiry,"August 15, 2023, 08:00:00 PM","August 15, 2023, 08:02:00 PM","August 15, 2023, 12:00:00 AM",Wendy Church,5
30,ae33ada5-2afa-479e-b5fc-dd9a6f84fafa,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 05:01:00 PM","August 15, 2023, 05:01:00 PM","August 15, 2023, 12:00:00 AM",Elizabeth Lara,5
31,c6996c7b-82c7-4573-a346-ed403993b2d5,Inbound,Order Related,Seller Cancelled Order,"August 14, 2023, 09:18:00 AM","August 15, 2023, 08:39:00 AM","August 15, 2023, 12:00:00 AM",Matthew Calderon,5
32,58757010-309a-4af6-aca8-d818e2314854,Inbound,Order Related,Installation/demo,"March 08, 2023, 03:36:00 PM","August 03, 2023, 03:37:00 PM","August 03, 2023, 12:00:00 AM",Brittany Tran,4
33,3bf6c8f6-cbd9-4949-9306-63365bfe0db3,Email,Order Related,Installation/demo,"August 13, 2023, 02:10:00 PM","August 13, 2023, 03:33:00 PM","August 13, 2023, 12:00:00 AM",Kerry Austin,5
34,33bde5b2-18e6-4a69-975f-1fb002b631da,Inbound,Returns,Fraudulent User,"December 08, 2023, 08:48:00 PM","August 12, 2023, 08:51:00 PM","August 12, 2023, 12:00:00 AM",Haley Carroll,5
35,ada48c54-15e8-4899-a8f7-050829ffb41b,Outcall,Order Related,Delayed,"August 15, 2023, 04:49:00 PM","August 15, 2023, 05:00:00 PM","August 15, 2023, 12:00:00 AM",Robert Lopez,5
36,c521adf8-aff4-4cac-9be7-8cdd7362c016,Inbound,Returns,Fraudulent User,"August 16, 2023, 09:25:00 AM","August 16, 2023, 09:28:00 AM","August 16, 2023, 12:00:00 AM",Erika Black,5
37,46f2460a-ca4f-465f-bf50-9fde9fd34ec8,Inbound,Shopzilla Related,General Enquiry,"August 27, 2023, 10:56:00 PM","August 27, 2023, 11:10:00 PM","August 27, 2023, 12:00:00 AM",Michael Johnson,5
38,70884fab-766d-4134-8ee3-5e78231c6c60,Inbound,Cancellation,Not Needed,"December 08, 2023, 07:40:00 PM","August 12, 2023, 10:45:00 PM","August 12, 2023, 12:00:00 AM",Christopher Mcintosh,5
39,249c42aa-0fb9-478e-8035-4b8e7fb1b8d4,Inbound,Order Related,Order status enquiry,"August 27, 2023, 12:09:00 PM","August 27, 2023, 12:22:00 PM","August 27, 2023, 12:00:00 AM",Tammy Gould,2
40,48802d0c-5eb3-441b-80f1-e9d3ccd8ce3e,Outcall,Returns,Return request,"August 27, 2023, 02:01:00 PM","August 27, 2023, 02:15:00 PM","August 27, 2023, 12:00:00 AM",Carolyn Norman,1
41,02191860-2350-4cf4-af43-35b31e1979ed,Inbound,Returns,Reverse Pickup Enquiry,"August 14, 2023, 10:35:00 AM","August 15, 2023, 10:24:00 PM","August 15, 2023, 12:00:00 AM",Jeffrey White,5
42,a2d28d02-f337-4071-a611-81f03f0de714,Inbound,Order Related,Installation/demo,"August 16, 2023, 06:13:00 PM","August 16, 2023, 06:15:00 PM","August 16, 2023, 12:00:00 AM",Joel Marsh,5
43,ed5adcf9-b127-4bbb-b1f0-410e47402238,Inbound,Returns,Reverse Pickup Enquiry,"April 08, 2023, 10:34:00 PM","August 04, 2023, 10:38:00 PM","August 04, 2023, 12:00:00 AM",Adam Torres,5
44,4d8064f6-7432-4187-a583-111f7d9c4618,Outcall,Returns,Missing,"August 14, 2023, 10:25:00 PM","August 14, 2023, 10:55:00 PM","August 14, 2023, 12:00:00 AM",Charles Williamson,5
45,db131ad7-f553-4fb7-a0bb-1273bab9ccaf,Inbound,Order Related,Installation/demo,"August 27, 2023, 09:27:00 AM","August 27, 2023, 09:30:00 AM","August 27, 2023, 12:00:00 AM",Alexis Murray,5
46,d5203aed-d16e-4b13-8f26-4db5f8f09ab4,Inbound,Product Queries,Product Specific Information,"April 08, 2023, 10:22:00 AM","August 04, 2023, 10:35:00 AM","August 04, 2023, 12:00:00 AM",Thomas White,5
47,aa9df365-7285-4c76-b61c-2c806c925e13,Outcall,Order Related,Installation/demo,"March 08, 2023, 05:04:00 PM","August 03, 2023, 05:11:00 PM","August 03, 2023, 12:00:00 AM",Kathleen Mcgee,5
48,41489072-4c5f-4c3a-afe1-a56612fa07c4,Inbound,Shopzilla Related,Shopzila Premium Related,"August 15, 2023, 06:47:00 PM","August 15, 2023, 06:48:00 PM","August 15, 2023, 12:00:00 AM",Diana Thomas,5
49,76c4ca81-28c8-49ed-8bb6-d48ecc0116e6,Inbound,Returns,Reverse Pickup Enquiry,"August 28, 2023, 12:31:00 AM","August 28, 2023, 12:32:00 AM","August 28, 2023, 12:00:00 AM",Marcia Mendez,4
50,c0543df2-cc61-419f-8285-b118775a97d2,Inbound,Payments related,Online Payment Issues,"August 27, 2023, 09:38:00 AM","August 27, 2023, 09:49:00 AM","August 27, 2023, 12:00:00 AM",Michael Dunlap,1
51,8cb1cd5b-3aef-4214-b9b2-dd6371cc2381,Inbound,Returns,Reverse Pickup Enquiry,"August 16, 2023, 09:36:00 AM","August 16, 2023, 09:45:00 AM","August 16, 2023, 12:00:00 AM",Dawn Boyd,5
52,93874fae-6f83-403f-908f-d7d96f6ce462,Inbound,Returns,Reverse Pickup Enquiry,"August 27, 2023, 08:14:00 AM","August 27, 2023, 08:16:00 AM","August 27, 2023, 12:00:00 AM",Jennifer May,4
53,461424ac-8430-4c53-b884-5dba2f6750e2,Inbound,Returns,Fraudulent User,"August 14, 2023, 04:22:00 PM","August 14, 2023, 04:45:00 PM","August 14, 2023, 12:00:00 AM",Mason Mitchell,5
54,a9cf1557-711f-4f7a-9ec9-4eb741fab73d,Inbound,Shopzilla Related,Signup Issues,"August 08, 2023, 06:13:00 PM","August 12, 2023, 10:46:00 AM","August 12, 2023, 12:00:00 AM",Robert Oneal,1
55,aab1fd58-2d06-481a-99ab-2382a1ee873d,Outcall,Returns,Return request,"August 27, 2023, 04:36:00 PM","August 27, 2023, 04:48:00 PM","August 27, 2023, 12:00:00 AM",Debra Brown,5
56,a65a7ec7-9c79-462b-b9e6-74b08ca9ca1e,Inbound,Feedback,UnProfessional Behaviour,"March 08, 2023, 04:27:00 PM","August 03, 2023, 04:28:00 PM","August 03, 2023, 12:00:00 AM",Darren Hoffman,5
57,762498bd-95d9-481a-ade9-898d39bb2fa9,Outcall,Refund Related,Refund Related Issues,"December 08, 2023, 05:04:00 PM","August 12, 2023, 05:05:00 PM","August 12, 2023, 12:00:00 AM",Tracy Dickerson MD,5
58,411016cc-e9df-4ea0-963d-4c266268467b,Inbound,Returns,Product related Issues,"August 16, 2023, 02:33:00 PM","August 16, 2023, 02:34:00 PM","August 16, 2023, 12:00:00 AM",Matthew White PhD,4
59,f2e78a84-7d9a-4c96-87b8-f50aff69e262,Outcall,Returns,Reverse Pickup Enquiry,"August 13, 2023, 04:32:00 PM","August 13, 2023, 04:39:00 PM","August 13, 2023, 12:00:00 AM",Sydney Taylor,4
60,14310096-f1af-430c-b03e-d696d8be3c9a,Inbound,Order Related,Installation/demo,"August 14, 2023, 11:27:00 AM","August 14, 2023, 11:51:00 AM","August 14, 2023, 12:00:00 AM",Stephanie Simpson,5
61,2def78ad-8e6d-4c05-88ad-9c3a2dbe0d2e,Inbound,Returns,Reverse Pickup Enquiry,"August 27, 2023, 01:15:00 PM","August 27, 2023, 02:34:00 PM","August 27, 2023, 12:00:00 AM",William Melton,5
62,e21586fd-7b6a-4e50-8658-ad00482e8b8c,Outcall,Shopzilla Related,General Enquiry,"August 13, 2023, 07:31:00 PM","August 13, 2023, 08:11:00 PM","August 13, 2023, 12:00:00 AM",Austin Robinson,1
63,6cd63fbf-62a7-4c17-88a9-b3f01abfdd98,Inbound,Returns,Fraudulent User,"December 08, 2023, 09:00:00 PM","August 12, 2023, 09:01:00 PM","August 12, 2023, 12:00:00 AM",Sharon Smith,5
64,d6f04a46-fc7b-4fc4-954d-9463a8909f34,Inbound,Returns,Reverse Pickup Enquiry,"March 08, 2023, 02:01:00 PM","August 03, 2023, 02:05:00 PM","August 03, 2023, 12:00:00 AM",Laura Beck,5
65,03da5b22-dce5-453d-b4d3-ccf9d785cf4b,Inbound,Returns,Reverse Pickup Enquiry,"December 08, 2023, 04:51:00 PM","August 12, 2023, 05:14:00 PM","August 12, 2023, 12:00:00 AM",Stacey Stokes,5
66,85007019-9463-46dc-a745-47676a1e1c1a,Inbound,Returns,Reverse Pickup Enquiry,"December 08, 2023, 11:53:00 AM","August 12, 2023, 12:16:00 PM","August 12, 2023, 12:00:00 AM",Natasha Hunter,2
67,cffea9b4-9449-4ede-b701-280d426da59e,Inbound,Returns,Technician Visit,"February 08, 2023, 06:28:00 PM","August 02, 2023, 06:36:00 PM","August 02, 2023, 12:00:00 AM",Maxwell Castillo,4
68,286384d6-f5a1-4953-aeb1-dbc1299997f0,Inbound,Returns,Return request,"August 14, 2023, 03:47:00 PM","August 14, 2023, 03:48:00 PM","August 14, 2023, 12:00:00 AM",Sara Campbell,5
69,305e26d0-d705-4b5c-83e4-13879cecf295,Outcall,Shopzilla Related,General Enquiry,"August 15, 2023, 09:19:00 PM","August 15, 2023, 09:25:00 PM","August 15, 2023, 12:00:00 AM",Taylor Frederick,4
70,6f165254-ec41-499f-8e47-86a6ac6c0b84,Inbound,Returns,Reverse Pickup Enquiry,"March 08, 2023, 12:50:00 PM","August 03, 2023, 12:54:00 PM","August 03, 2023, 12:00:00 AM",Kevin Walsh,5
71,80de5199-5778-4da8-8560-ae64090aac66,Outcall,Payments related,Online Payment Issues,"August 27, 2023, 11:32:00 AM","August 27, 2023, 11:44:00 AM","August 27, 2023, 12:00:00 AM",John Miller,5
72,3ff0a717-c81d-4188-b171-634342397c59,Inbound,Returns,Reverse Pickup Enquiry,"August 27, 2023, 07:18:00 PM","August 27, 2023, 07:22:00 PM","August 27, 2023, 12:00:00 AM",Carolyn Lewis,1
73,c6b81bf4-76ad-4a27-b8d3-2e5213f92b3f,Inbound,Order Related,Installation/demo,"December 08, 2023, 07:17:00 AM","August 12, 2023, 02:43:00 PM","August 12, 2023, 12:00:00 AM",Paula Wilkins,5
74,9c80f524-755f-43d5-b487-8af8b0c917d8,Inbound,Returns,Wrong,"August 16, 2023, 04:05:00 PM","August 16, 2023, 04:13:00 PM","August 16, 2023, 12:00:00 AM",Sydney Taylor,5
75,d83263ef-4cc1-4f0e-a99e-690eb06c4b3c,Inbound,Order Related,Invoice request,"March 08, 2023, 07:56:00 PM","August 03, 2023, 08:15:00 PM","August 03, 2023, 12:00:00 AM",Megan Smith,4
76,4b6a5386-3839-4080-abd8-9f1ef86755d4,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 12:21:00 PM","August 15, 2023, 12:22:00 PM","August 15, 2023, 12:00:00 AM",Kimberly Bryan,5
77,6aa01375-6974-4025-b28d-3147a7962790,Inbound,Returns,Return request,"August 19, 2023, 11:51:00 AM","August 19, 2023, 11:53:00 AM","August 19, 2023, 12:00:00 AM",Eric Bowen,5
78,487f5401-b663-4f15-83d1-c46e1d94adf4,Inbound,Returns,Reverse Pickup Enquiry,"August 16, 2023, 09:34:00 PM","August 16, 2023, 09:41:00 PM","August 16, 2023, 12:00:00 AM",Jacob Robertson Jr.,5
79,f75d94e7-3bdd-48bf-a29f-635f70409e06,Inbound,Returns,Reverse Pickup Enquiry,"August 16, 2023, 08:28:00 AM","August 16, 2023, 08:30:00 AM","August 16, 2023, 12:00:00 AM",Mark Kaufman Jr.,5
80,26266137-f7af-4235-a171-3bda755db0af,Inbound,Returns,Reverse Pickup Enquiry,"August 16, 2023, 08:48:00 AM","August 16, 2023, 08:50:00 AM","August 16, 2023, 12:00:00 AM",Tyler Arroyo,5
81,9dfa059b-3d82-45fc-884a-208e56008c2a,Outcall,Product Queries,Product Specific Information,"April 08, 2023, 07:03:00 PM","August 04, 2023, 07:04:00 PM","August 04, 2023, 12:00:00 AM",Regina Harper,5
82,f8839891-5903-4bae-b2d6-bb225f1ea074,Inbound,Returns,Service Centres Related,"August 15, 2023, 06:38:00 PM","August 15, 2023, 06:56:00 PM","August 15, 2023, 12:00:00 AM",Nichole Price,5
83,1658b177-b8bb-403c-b018-090c1446d481,Inbound,Refund Related,Refund Related Issues,"August 15, 2023, 04:09:00 PM","August 15, 2023, 04:25:00 PM","August 15, 2023, 12:00:00 AM",Cindy Stewart,5
84,d0aef4bf-1138-413d-a31b-5616d4e2b141,Inbound,Returns,Reverse Pickup Enquiry,"May 08, 2023, 08:40:00 PM","August 05, 2023, 09:37:00 PM","August 05, 2023, 12:00:00 AM",Jerry Rodriguez,5
85,4a3de11c-7edb-4267-ae86-cd1f9469e0c3,Inbound,Returns,Return request,"August 27, 2023, 10:35:00 AM","August 27, 2023, 10:38:00 AM","August 27, 2023, 12:00:00 AM",Katrina Rodriguez,5
86,9d352c17-d1f2-4266-b778-55373583bb52,Outcall,Returns,Reverse Pickup Enquiry,"August 14, 2023, 04:49:00 PM","August 14, 2023, 04:52:00 PM","August 14, 2023, 12:00:00 AM",Tabitha Ayala,5
87,8ae501f8-ff04-4a6d-988f-abd699fea88c,Inbound,Order Related,Installation/demo,"August 14, 2023, 04:55:00 PM","August 14, 2023, 04:55:00 PM","August 14, 2023, 12:00:00 AM",Colleen Hall,5
88,947190c0-59f0-4b95-9ca3-048b4d849928,Outcall,Refund Related,Refund Related Issues,"August 27, 2023, 06:25:00 PM","August 27, 2023, 06:27:00 PM","August 27, 2023, 12:00:00 AM",Rhonda Martin DVM,5
89,684c4910-82c0-4601-9bf7-61a2ef3f5635,Inbound,Returns,Reverse Pickup Enquiry,"April 08, 2023, 10:24:00 AM","August 04, 2023, 10:26:00 AM","August 04, 2023, 12:00:00 AM",Michelle Cunningham,5
90,59ded140-12c7-4e68-92ee-7c9ea95b6564,Inbound,Shopzilla Related,Signup Issues,"August 16, 2023, 05:11:00 PM","August 16, 2023, 05:18:00 PM","August 16, 2023, 12:00:00 AM",Tiffany Smith,5
91,0e2daad4-2185-4f85-84ae-dd7ae4a132c6,Outcall,Returns,Return request,"December 08, 2023, 12:34:00 PM","August 12, 2023, 12:37:00 PM","August 12, 2023, 12:00:00 AM",Teresa Nolan,5
92,af3f011d-5123-4a98-a584-33238afb4dc6,Inbound,Order Related,Order status enquiry,"August 27, 2023, 09:01:00 PM","August 27, 2023, 09:20:00 PM","August 27, 2023, 12:00:00 AM",Mr. Albert Clark DDS,3
93,f36e4c16-f277-4a6b-82a8-6d0facdadaad,Inbound,Refund Related,Refund Related Issues,"August 13, 2023, 09:41:00 PM","August 13, 2023, 09:43:00 PM","August 13, 2023, 12:00:00 AM",Darren Watson,5
94,957f2fbd-b053-4272-b344-374fb749d7fd,Inbound,Order Related,Seller Cancelled Order,"May 08, 2023, 12:16:00 AM","August 05, 2023, 12:17:00 AM","August 05, 2023, 12:00:00 AM",Carla Morgan,5
95,bcd42bef-1f22-4937-9c93-592886ebe34d,Inbound,Order Related,Delayed,"April 08, 2023, 05:55:00 PM","August 04, 2023, 05:57:00 PM","August 04, 2023, 12:00:00 AM",Ashley Dunlap,5
96,e12effdf-5a18-47c8-8e40-4f5a27445019,Inbound,Product Queries,Product Specific Information,"August 15, 2023, 09:49:00 AM","August 15, 2023, 09:57:00 AM","August 15, 2023, 12:00:00 AM",Judith Wyatt,1
97,1f6da4dd-b0cb-4819-ac37-eae085b992ca,Inbound,Returns,Return request,"August 18, 2023, 11:31:00 PM","August 18, 2023, 11:57:00 PM","August 18, 2023, 12:00:00 AM",Jacqueline Roberts,4
98,39ce9b0b-3621-4e45-b46c-b34b766d6d9f,Outcall,Order Related,Delayed,"March 08, 2023, 02:14:00 PM","August 03, 2023, 02:16:00 PM","August 03, 2023, 12:00:00 AM",Hunter Hoffman,4
99,051a4f50-162e-467e-a923-de09f7c70b30,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 11:42:00 AM","August 15, 2023, 11:44:00 AM","August 15, 2023, 12:00:00 AM",Brianna Brown PhD,5
100,93210d78-e408-4e59-81fa-b5da60cf55c0,Inbound,Order Related,Installation/demo,"August 16, 2023, 08:39:00 PM","August 16, 2023, 08:40:00 PM","August 16, 2023, 12:00:00 AM",David Steele,4
101,1eb3b14d-9fca-4ed9-b1a0-cf3ab012ef9c,Email,Returns,Reverse Pickup Enquiry,"March 08, 2023, 11:25:00 AM","August 03, 2023, 11:26:00 AM","August 03, 2023, 12:00:00 AM",Lindsey Colon,5
102,c86825ef-2ae1-4b8a-ba03-d21b59f9f5f3,Inbound,Order Related,General Enquiry,"August 15, 2023, 07:35:00 PM","August 15, 2023, 07:36:00 PM","August 15, 2023, 12:00:00 AM",Nicole Gallagher,5
103,4bace451-ff6d-43d9-91b6-26981b03aa97,Inbound,Returns,Reverse Pickup Enquiry,"March 08, 2023, 10:17:00 PM","August 03, 2023, 10:19:00 PM","August 03, 2023, 12:00:00 AM",Luke Finley,5
104,3de723fe-8b2a-4d02-835d-58d32b4dccb2,Email,Order Related,Delayed,"March 08, 2023, 08:29:00 AM","August 03, 2023, 08:46:00 AM","August 03, 2023, 12:00:00 AM",Andrea Conley,1
105,2166045e-550c-4836-b1d2-9bab2b349681,Inbound,Order Related,General Enquiry,"August 14, 2023, 11:17:00 AM","August 14, 2023, 11:22:00 AM","August 14, 2023, 12:00:00 AM",Larry Sanchez,5
106,ce3501e4-e968-46f3-a32e-03b2fcbec83b,Inbound,Returns,Fraudulent User,"August 15, 2023, 11:48:00 PM","August 15, 2023, 11:50:00 PM","August 15, 2023, 12:00:00 AM",Paul Preston,5
107,87143ef5-db9f-4524-9a0d-be5342b9b3e5,Inbound,Order Related,Priority delivery,"August 17, 2023, 09:14:00 AM","August 17, 2023, 09:20:00 AM","August 17, 2023, 12:00:00 AM",Christopher Murphy,3
108,7b823d50-d991-4c74-9abe-a32cbac83dbf,Inbound,Returns,Reverse Pickup Enquiry,"August 16, 2023, 05:10:00 PM","August 16, 2023, 05:11:00 PM","August 16, 2023, 12:00:00 AM",Mr. Gregory Payne,5
109,928fbe9e-e1f6-4045-8fe1-0ca0557782c7,Inbound,Returns,Exchange / Replacement,"August 16, 2023, 08:05:00 PM","August 16, 2023, 10:26:00 PM","August 16, 2023, 12:00:00 AM",Joel Marsh,5
110,245f7493-c2d8-4d5d-8254-3bac85913f4d,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 03:14:00 PM","August 15, 2023, 06:37:00 PM","August 15, 2023, 12:00:00 AM",Matthew Bennett,5
111,c3b6e4fc-b5b4-480a-87b7-3976a9f77f4f,Inbound,Shopzilla Related,General Enquiry,"March 08, 2023, 09:12:00 PM","August 03, 2023, 09:14:00 PM","August 03, 2023, 12:00:00 AM",Sharon Stephenson,5
112,f46357ce-b006-4876-98d2-61fc3215760d,Inbound,Returns,Reverse Pickup Enquiry,"August 13, 2023, 05:32:00 PM","August 13, 2023, 05:33:00 PM","August 13, 2023, 12:00:00 AM",Desiree Torres,5
113,38487007-713f-40c3-9419-2a13587e3bf8,Inbound,Returns,Reverse Pickup Enquiry,"December 08, 2023, 06:47:00 PM","August 12, 2023, 06:52:00 PM","August 12, 2023, 12:00:00 AM",Joel Marsh,1
114,4f0bd809-e80e-404d-97c1-5f47270218c0,Inbound,Returns,Return request,"August 14, 2023, 10:58:00 AM","August 14, 2023, 11:00:00 AM","August 14, 2023, 12:00:00 AM",Melanie Cortez,5
115,334e751e-ce9f-4005-93c9-13cb8087dca2,Inbound,Returns,Technician Visit,"December 08, 2023, 03:07:00 PM","August 12, 2023, 03:11:00 PM","August 12, 2023, 12:00:00 AM",Mackenzie Phillips,5
116,ac2bf652-55d1-4e08-b26c-d227809e7acc,Outcall,Returns,Reverse Pickup Enquiry,"April 08, 2023, 02:27:00 PM","August 04, 2023, 02:35:00 PM","August 04, 2023, 12:00:00 AM",Anthony Taylor,4
117,658eba87-a787-4b01-baf9-9e87a09ceb53,Inbound,Order Related,Installation/demo,"August 14, 2023, 10:14:00 AM","August 14, 2023, 10:46:00 AM","August 14, 2023, 12:00:00 AM",Shane Humphrey,1
118,fb337e6a-0eae-4d99-99e1-2a1a67a22f51,Inbound,Returns,Reverse Pickup Enquiry,"February 08, 2023, 06:39:00 PM","August 03, 2023, 02:02:00 PM","August 03, 2023, 12:00:00 AM",James Ford,5
119,0ab217a5-4b4e-4fed-a204-efc06845127f,Inbound,Returns,Reverse Pickup Enquiry,"August 15, 2023, 07:59:00 PM","August 15, 2023, 08:02:00 PM","August 15, 2023, 12:00:00 AM",Tina Roberts,5
120,c8287cfb-7d5b-4ff6-b90d-51ff8375e3ba,Inbound,Order Related,Unable to track,"August 21, 2023, 08:43:00 PM","August 23, 2023, 09:58:00 AM","August 23, 2023, 12:00:00 AM",Miranda Lewis,5
121,69e83b8c-e4da-401a-807b-20d4429aa197,Outcall,Product Queries,Product Specific Information,"March 08, 2023, 06:19:00 PM","August 03, 2023, 06:22:00 PM","August 03, 2023, 12:00:00 AM",Michael Stevens,5
